delta fi L
300 152 1.400E-3
300 154 1.588E-3
300 156 1.766E-3
300 158 1.933E-3
300 160 2.088E-3
300 162 2.231E-3
300 164 2.361E-3
300 166 2.478E-3
300 168 2.579E-3
300 170 2.667E-3
300 172 2.738E-3
300 174 2.795E-3
300 176 2.835E-3
300 178 2.859E-3
300 180 2.868E-3
302 0 2.754E-3
302 2 2.746E-3
302 4 2.723E-3
302 6 2.684E-3
302 8 2.630E-3
302 10 2.561E-3
302 12 2.477E-3
302 14 2.379E-3
302 16 2.268E-3
302 18 2.143E-3
302 20 2.006E-3
302 22 1.856E-3
302 24 1.696E-3
302 26 1.525E-3
302 28 1.345E-3
302 30 1.156E-3
302 32 9.595E-4
302 34 7.561E-4
302 36 5.471E-4
302 38 3.333E-4
302 40 1.158E-4
302 42 -1.042E-4
302 44 -3.258E-4
302 46 -5.478E-4
302 48 -7.692E-4
302 50 -9.889E-4
302 52 -1.206E-3
302 54 -1.419E-3
302 56 -1.627E-3
302 58 -1.829E-3
302 60 -2.025E-3
302 62 -2.213E-3
302 64 -2.392E-3
302 66 -2.561E-3
302 68 -2.720E-3
302 70 -2.868E-3
302 72 -3.004E-3
302 74 -3.128E-3
302 76 -3.238E-3
302 78 -3.335E-3
302 80 -3.418E-3
302 82 -3.486E-3
302 84 -3.539E-3
302 86 -3.577E-3
302 88 -3.601E-3
302 90 -3.608E-3
302 92 -3.601E-3
302 94 -3.577E-3
302 96 -3.539E-3
302 98 -3.486E-3
302 100 -3.418E-3
302 102 -3.335E-3
302 104 -3.238E-3
302 106 -3.128E-3
302 108 -3.004E-3
302 110 -2.868E-3
302 112 -2.720E-3
302 114 -2.561E-3
302 116 -2.392E-3
302 118 -2.213E-3
302 120 -2.025E-3
302 122 -1.829E-3
302 124 -1.627E-3
302 126 -1.419E-3
302 128 -1.206E-3
302 130 -9.889E-4
302 132 -7.692E-4
302 134 -5.478E-4
302 136 -3.258E-4
302 138 -1.042E-4
302 140 1.158E-4
302 142 3.333E-4
302 144 5.471E-4
302 146 7.561E-4
302 148 9.595E-4
302 150 1.156E-3
302 152 1.345E-3
302 154 1.525E-3
302 156 1.696E-3
302 158 1.856E-3
302 160 2.006E-3
302 162 2.143E-3
302 164 2.268E-3
302 166 2.379E-3
302 168 2.477E-3
302 170 2.561E-3
302 172 2.630E-3
302 174 2.684E-3
302 176 2.723E-3
302 178 2.746E-3
302 180 2.754E-3
304 0 2.642E-3
304 2 2.635E-3
304 4 2.613E-3
304 6 2.575E-3
304 8 2.524E-3
304 10 2.457E-3
304 12 2.377E-3
304 14 2.283E-3
304 16 2.176E-3
304 18 2.056E-3
304 20 1.925E-3
304 22 1.781E-3
304 24 1.628E-3
304 26 1.464E-3
304 28 1.291E-3
304 30 1.110E-3
304 32 9.210E-4
304 34 7.260E-4
304 36 5.254E-4
304 38 3.203E-4
304 40 1.116E-4
304 42 -9.952E-5
304 44 -3.121E-4
304 46 -5.252E-4
304 48 -7.376E-4
304 50 -9.484E-4
304 52 -1.157E-3
304 54 -1.361E-3
304 56 -1.561E-3
304 58 -1.755E-3
304 60 -1.943E-3
304 62 -2.123E-3
304 64 -2.294E-3
304 66 -2.457E-3
304 68 -2.610E-3
304 70 -2.752E-3
304 72 -2.882E-3
304 74 -3.001E-3
304 76 -3.107E-3
304 78 -3.200E-3
304 80 -3.279E-3
304 82 -3.344E-3
304 84 -3.396E-3
304 86 -3.433E-3
304 88 -3.455E-3
304 90 -3.462E-3
304 92 -3.455E-3
304 94 -3.433E-3
304 96 -3.396E-3
304 98 -3.344E-3
304 100 -3.279E-3
304 102 -3.200E-3
304 104 -3.107E-3
304 106 -3.001E-3
304 108 -2.882E-3
304 110 -2.752E-3
304 112 -2.610E-3
304 114 -2.457E-3
304 116 -2.294E-3
304 118 -2.123E-3
304 120 -1.943E-3
304 122 -1.755E-3
304 124 -1.561E-3
304 126 -1.361E-3
304 128 -1.157E-3
304 130 -9.484E-4
304 132 -7.376E-4
304 134 -5.252E-4
304 136 -3.121E-4
304 138 -9.952E-5
304 140 1.116E-4
304 142 3.203E-4
304 144 5.254E-4
304 146 7.260E-4
304 148 9.210E-4
304 150 1.110E-3
304 152 1.291E-3
304 154 1.464E-3
304 156 1.628E-3
304 158 1.781E-3
304 160 1.925E-3
304 162 2.056E-3
304 164 2.176E-3
304 166 2.283E-3
304 168 2.377E-3
304 170 2.457E-3
304 172 2.524E-3
304 174 2.575E-3
304 176 2.613E-3
304 178 2.635E-3
304 180 2.642E-3
306 0 2.534E-3
306 2 2.526E-3
306 4 2.505E-3
306 6 2.469E-3
306 8 2.420E-3
306 10 2.356E-3
306 12 2.279E-3
306 14 2.189E-3
306 16 2.087E-3
306 18 1.972E-3
306 20 1.846E-3
306 22 1.708E-3
306 24 1.561E-3
306 26 1.404E-3
306 28 1.238E-3
306 30 1.064E-3
306 32 8.834E-4
306 34 6.964E-4
306 36 5.041E-4
306 38 3.075E-4
306 40 1.074E-4
306 42 -9.498E-5
306 44 -2.988E-4
306 46 -5.031E-4
306 48 -7.068E-4
306 50 -9.089E-4
306 52 -1.108E-3
306 54 -1.304E-3
306 56 -1.496E-3
306 58 -1.682E-3
306 60 -1.862E-3
306 62 -2.035E-3
306 64 -2.200E-3
306 66 -2.355E-3
306 68 -2.502E-3
306 70 -2.638E-3
306 72 -2.763E-3
306 74 -2.877E-3
306 76 -2.978E-3
306 78 -3.068E-3
306 80 -3.144E-3
306 82 -3.207E-3
306 84 -3.256E-3
306 86 -3.291E-3
306 88 -3.312E-3
306 90 -3.319E-3
306 92 -3.312E-3
306 94 -3.291E-3
306 96 -3.256E-3
306 98 -3.207E-3
306 100 -3.144E-3
306 102 -3.068E-3
306 104 -2.978E-3
306 106 -2.877E-3
306 108 -2.763E-3
306 110 -2.638E-3
306 112 -2.502E-3
306 114 -2.355E-3
306 116 -2.200E-3
306 118 -2.035E-3
306 120 -1.862E-3
306 122 -1.682E-3
306 124 -1.496E-3
306 126 -1.304E-3
306 128 -1.108E-3
306 130 -9.089E-4
306 132 -7.068E-4
306 134 -5.031E-4
306 136 -2.988E-4
306 138 -9.498E-5
306 140 1.074E-4
306 142 3.075E-4
306 144 5.041E-4
306 146 6.964E-4
306 148 8.834E-4
306 150 1.064E-3
306 152 1.238E-3
306 154 1.404E-3
306 156 1.561E-3
306 158 1.708E-3
306 160 1.846E-3
306 162 1.972E-3
306 164 2.087E-3
306 166 2.189E-3
306 168 2.279E-3
306 170 2.356E-3
306 172 2.420E-3
306 174 2.469E-3
306 176 2.505E-3
306 178 2.526E-3
306 180 2.534E-3
308 0 2.427E-3
308 2 2.421E-3
308 4 2.400E-3
308 6 2.366E-3
308 8 2.318E-3
308 10 2.257E-3
308 12 2.184E-3
308 14 2.098E-3
308 16 1.999E-3
308 18 1.889E-3
308 20 1.768E-3
308 22 1.637E-3
308 24 1.496E-3
308 26 1.345E-3
308 28 1.186E-3
308 30 1.020E-3
308 32 8.468E-4
308 34 6.676E-4
308 36 4.834E-4
308 38 2.950E-4
308 40 1.033E-4
308 42 -9.059E-5
308 44 -2.859E-4
308 46 -4.816E-4
308 48 -6.767E-4
308 50 -8.704E-4
308 52 -1.062E-3
308 54 -1.249E-3
308 56 -1.433E-3
308 58 -1.611E-3
308 60 -1.784E-3
308 62 -1.949E-3
308 64 -2.107E-3
308 66 -2.256E-3
308 68 -2.397E-3
308 70 -2.527E-3
308 72 -2.647E-3
308 74 -2.756E-3
308 76 -2.853E-3
308 78 -2.939E-3
308 80 -3.012E-3
308 82 -3.072E-3
308 84 -3.119E-3
308 86 -3.153E-3
308 88 -3.173E-3
308 90 -3.180E-3
308 92 -3.173E-3
308 94 -3.153E-3
308 96 -3.119E-3
308 98 -3.072E-3
308 100 -3.012E-3
308 102 -2.939E-3
308 104 -2.853E-3
308 106 -2.756E-3
308 108 -2.647E-3
308 110 -2.527E-3
308 112 -2.397E-3
308 114 -2.256E-3
308 116 -2.107E-3
308 118 -1.949E-3
308 120 -1.784E-3
308 122 -1.611E-3
308 124 -1.433E-3
308 126 -1.249E-3
308 128 -1.062E-3
308 130 -8.704E-4
308 132 -6.767E-4
308 134 -4.816E-4
308 136 -2.859E-4
308 138 -9.059E-5
308 140 1.033E-4
308 142 2.950E-4
308 144 4.834E-4
308 146 6.676E-4
308 148 8.468E-4
308 150 1.020E-3
308 152 1.186E-3
308 154 1.345E-3
308 156 1.496E-3
308 158 1.637E-3
308 160 1.768E-3
308 162 1.889E-3
308 164 1.999E-3
308 166 2.098E-3
308 168 2.184E-3
308 170 2.257E-3
308 172 2.318E-3
308 174 2.366E-3
308 176 2.400E-3
308 178 2.421E-3
308 180 2.427E-3
310 0 2.324E-3
310 2 2.318E-3
310 4 2.298E-3
310 6 2.265E-3
310 8 2.220E-3
310 10 2.161E-3
310 12 2.091E-3
310 14 2.008E-3
310 16 1.914E-3
310 18 1.809E-3
310 20 1.693E-3
310 22 1.567E-3
310 24 1.432E-3
310 26 1.288E-3
310 28 1.136E-3
310 30 9.768E-4
310 32 8.110E-4
310 34 6.395E-4
310 36 4.631E-4
310 38 2.828E-4
310 40 9.931E-5
310 42 -8.635E-5
310 44 -2.733E-4
310 46 -4.607E-4
310 48 -6.475E-4
310 50 -8.329E-4
310 52 -1.016E-3
310 54 -1.196E-3
310 56 -1.372E-3
310 58 -1.542E-3
310 60 -1.707E-3
310 62 -1.866E-3
310 64 -2.017E-3
310 66 -2.160E-3
310 68 -2.294E-3
310 70 -2.419E-3
310 72 -2.534E-3
310 74 -2.638E-3
310 76 -2.732E-3
310 78 -2.813E-3
310 80 -2.883E-3
310 82 -2.941E-3
310 84 -2.986E-3
310 86 -3.018E-3
310 88 -3.038E-3
310 90 -3.044E-3
310 92 -3.038E-3
310 94 -3.018E-3
310 96 -2.986E-3
310 98 -2.941E-3
310 100 -2.883E-3
310 102 -2.813E-3
310 104 -2.732E-3
310 106 -2.638E-3
310 108 -2.534E-3
310 110 -2.419E-3
310 112 -2.294E-3
310 114 -2.160E-3
310 116 -2.017E-3
310 118 -1.866E-3
310 120 -1.707E-3
310 122 -1.542E-3
310 124 -1.372E-3
310 126 -1.196E-3
310 128 -1.016E-3
310 130 -8.329E-4
310 132 -6.475E-4
310 134 -4.607E-4
310 136 -2.733E-4
310 138 -8.635E-5
310 140 9.931E-5
310 142 2.828E-4
310 144 4.631E-4
310 146 6.395E-4
310 148 8.110E-4
310 150 9.768E-4
310 152 1.136E-3
310 154 1.288E-3
310 156 1.432E-3
310 158 1.567E-3
310 160 1.693E-3
310 162 1.809E-3
310 164 1.914E-3
310 166 2.008E-3
310 168 2.091E-3
310 170 2.161E-3
310 172 2.220E-3
310 174 2.265E-3
310 176 2.298E-3
310 178 2.318E-3
310 180 2.324E-3
312 0 2.224E-3
312 2 2.217E-3
312 4 2.199E-3
312 6 2.167E-3
312 8 2.124E-3
312 10 2.068E-3
312 12 2.001E-3
312 14 1.922E-3
312 16 1.832E-3
312 18 1.731E-3
312 20 1.620E-3
312 22 1.500E-3
312 24 1.370E-3
312 26 1.233E-3
312 28 1.087E-3
312 30 9.349E-4
312 32 7.762E-4
312 34 6.122E-4
312 36 4.434E-4
312 38 2.709E-4
312 40 9.537E-5
312 42 -8.226E-5
312 44 -2.611E-4
312 46 -4.404E-4
312 48 -6.192E-4
312 50 -7.966E-4
312 52 -9.717E-4
312 54 -1.144E-3
312 56 -1.312E-3
312 58 -1.475E-3
312 60 -1.633E-3
312 62 -1.785E-3
312 64 -1.930E-3
312 66 -2.066E-3
312 68 -2.195E-3
312 70 -2.314E-3
312 72 -2.424E-3
312 74 -2.524E-3
312 76 -2.614E-3
312 78 -2.692E-3
312 80 -2.759E-3
312 82 -2.814E-3
312 84 -2.857E-3
312 86 -2.888E-3
312 88 -2.907E-3
312 90 -2.913E-3
312 92 -2.907E-3
312 94 -2.888E-3
312 96 -2.857E-3
312 98 -2.814E-3
312 100 -2.759E-3
312 102 -2.692E-3
312 104 -2.614E-3
312 106 -2.524E-3
312 108 -2.424E-3
312 110 -2.314E-3
312 112 -2.195E-3
312 114 -2.066E-3
312 116 -1.930E-3
312 118 -1.785E-3
312 120 -1.633E-3
312 122 -1.475E-3
312 124 -1.312E-3
312 126 -1.144E-3
312 128 -9.717E-4
312 130 -7.966E-4
312 132 -6.192E-4
312 134 -4.404E-4
312 136 -2.611E-4
312 138 -8.226E-5
312 140 9.537E-5
312 142 2.709E-4
312 144 4.434E-4
312 146 6.122E-4
312 148 7.762E-4
312 150 9.349E-4
312 152 1.087E-3
312 154 1.233E-3
312 156 1.370E-3
312 158 1.500E-3
312 160 1.620E-3
312 162 1.731E-3
312 164 1.832E-3
312 166 1.922E-3
312 168 2.001E-3
312 170 2.068E-3
312 172 2.124E-3
312 174 2.167E-3
312 176 2.199E-3
312 178 2.217E-3
312 180 2.224E-3
314 0 2.126E-3
314 2 2.120E-3
314 4 2.102E-3
314 6 2.072E-3
314 8 2.031E-3
314 10 1.978E-3
314 12 1.913E-3
314 14 1.838E-3
314 16 1.752E-3
314 18 1.655E-3
314 20 1.549E-3
314 22 1.434E-3
314 24 1.311E-3
314 26 1.179E-3
314 28 1.040E-3
314 30 8.942E-4
314 32 7.425E-4
314 34 5.856E-4
314 36 4.243E-4
314 38 2.593E-4
314 40 9.151E-5
314 42 -7.833E-5
314 44 -2.494E-4
314 46 -4.208E-4
314 48 -5.917E-4
314 50 -7.613E-4
314 52 -9.288E-4
314 54 -1.093E-3
314 56 -1.254E-3
314 58 -1.411E-3
314 60 -1.562E-3
314 62 -1.707E-3
314 64 -1.845E-3
314 66 -1.976E-3
314 68 -2.099E-3
314 70 -2.213E-3
314 72 -2.318E-3
314 74 -2.414E-3
314 76 -2.499E-3
314 78 -2.574E-3
314 80 -2.638E-3
314 82 -2.690E-3
314 84 -2.732E-3
314 86 -2.761E-3
314 88 -2.779E-3
314 90 -2.785E-3
314 92 -2.779E-3
314 94 -2.761E-3
314 96 -2.732E-3
314 98 -2.690E-3
314 100 -2.638E-3
314 102 -2.574E-3
314 104 -2.499E-3
314 106 -2.414E-3
314 108 -2.318E-3
314 110 -2.213E-3
314 112 -2.099E-3
314 114 -1.976E-3
314 116 -1.845E-3
314 118 -1.707E-3
314 120 -1.562E-3
314 122 -1.411E-3
314 124 -1.254E-3
314 126 -1.093E-3
314 128 -9.288E-4
314 130 -7.613E-4
314 132 -5.917E-4
314 134 -4.208E-4
314 136 -2.494E-4
314 138 -7.833E-5
314 140 9.151E-5
314 142 2.593E-4
314 144 4.243E-4
314 146 5.856E-4
314 148 7.425E-4
314 150 8.942E-4
314 152 1.040E-3
314 154 1.179E-3
314 156 1.311E-3
314 158 1.434E-3
314 160 1.549E-3
314 162 1.655E-3
314 164 1.752E-3
314 166 1.838E-3
314 168 1.913E-3
314 170 1.978E-3
314 172 2.031E-3
314 174 2.072E-3
314 176 2.102E-3
314 178 2.120E-3
314 180 2.126E-3
316 0 2.032E-3
316 2 2.026E-3
316 4 2.009E-3
316 6 1.981E-3
316 8 1.941E-3
316 10 1.890E-3
316 12 1.828E-3
316 14 1.756E-3
316 16 1.674E-3
316 18 1.582E-3
316 20 1.481E-3
316 22 1.371E-3
316 24 1.253E-3
316 26 1.127E-3
316 28 9.941E-4
316 30 8.548E-4
316 32 7.099E-4
316 34 5.600E-4
316 36 4.058E-4
316 38 2.481E-4
316 40 8.776E-5
316 42 -7.456E-5
316 44 -2.380E-4
316 46 -4.018E-4
316 48 -5.652E-4
316 50 -7.273E-4
316 52 -8.874E-4
316 54 -1.045E-3
316 56 -1.198E-3
316 58 -1.348E-3
316 60 -1.492E-3
316 62 -1.631E-3
316 64 -1.763E-3
316 66 -1.888E-3
316 68 -2.005E-3
316 70 -2.115E-3
316 72 -2.215E-3
316 74 -2.307E-3
316 76 -2.388E-3
316 78 -2.460E-3
316 80 -2.521E-3
316 82 -2.571E-3
316 84 -2.611E-3
316 86 -2.639E-3
316 88 -2.656E-3
316 90 -2.662E-3
316 92 -2.656E-3
316 94 -2.639E-3
316 96 -2.611E-3
316 98 -2.571E-3
316 100 -2.521E-3
316 102 -2.460E-3
316 104 -2.388E-3
316 106 -2.307E-3
316 108 -2.215E-3
316 110 -2.115E-3
316 112 -2.005E-3
316 114 -1.888E-3
316 116 -1.763E-3
316 118 -1.631E-3
316 120 -1.492E-3
316 122 -1.348E-3
316 124 -1.198E-3
316 126 -1.045E-3
316 128 -8.874E-4
316 130 -7.273E-4
316 132 -5.652E-4
316 134 -4.018E-4
316 136 -2.380E-4
316 138 -7.456E-5
316 140 8.776E-5
316 142 2.481E-4
316 144 4.058E-4
316 146 5.600E-4
316 148 7.099E-4
316 150 8.548E-4
316 152 9.941E-4
316 154 1.127E-3
316 156 1.253E-3
316 158 1.371E-3
316 160 1.481E-3
316 162 1.582E-3
316 164 1.674E-3
316 166 1.756E-3
316 168 1.828E-3
316 170 1.890E-3
316 172 1.941E-3
316 174 1.981E-3
316 176 2.009E-3
316 178 2.026E-3
316 180 2.032E-3
318 0 1.941E-3
318 2 1.936E-3
318 4 1.919E-3
318 6 1.892E-3
318 8 1.854E-3
318 10 1.806E-3
318 12 1.747E-3
318 14 1.678E-3
318 16 1.599E-3
318 18 1.512E-3
318 20 1.415E-3
318 22 1.310E-3
318 24 1.197E-3
318 26 1.077E-3
318 28 9.498E-4
318 30 8.168E-4
318 32 6.784E-4
318 34 5.352E-4
318 36 3.879E-4
318 38 2.373E-4
318 40 8.411E-5
318 42 -7.095E-5
318 44 -2.271E-4
318 46 -3.836E-4
318 48 -5.396E-4
318 50 -6.945E-4
318 52 -8.475E-4
318 54 -9.977E-4
318 56 -1.145E-3
318 58 -1.287E-3
318 60 -1.425E-3
318 62 -1.558E-3
318 64 -1.684E-3
318 66 -1.803E-3
318 68 -1.916E-3
318 70 -2.020E-3
318 72 -2.116E-3
318 74 -2.203E-3
318 76 -2.281E-3
318 78 -2.350E-3
318 80 -2.408E-3
318 82 -2.456E-3
318 84 -2.494E-3
318 86 -2.521E-3
318 88 -2.537E-3
318 90 -2.543E-3
318 92 -2.537E-3
318 94 -2.521E-3
318 96 -2.494E-3
318 98 -2.456E-3
318 100 -2.408E-3
318 102 -2.350E-3
318 104 -2.281E-3
318 106 -2.203E-3
318 108 -2.116E-3
318 110 -2.020E-3
318 112 -1.916E-3
318 114 -1.803E-3
318 116 -1.684E-3
318 118 -1.558E-3
318 120 -1.425E-3
318 122 -1.287E-3
318 124 -1.145E-3
318 126 -9.977E-4
318 128 -8.475E-4
318 130 -6.945E-4
318 132 -5.396E-4
318 134 -3.836E-4
318 136 -2.271E-4
318 138 -7.095E-5
318 140 8.411E-5
318 142 2.373E-4
318 144 3.879E-4
318 146 5.352E-4
318 148 6.784E-4
318 150 8.168E-4
318 152 9.498E-4
318 154 1.077E-3
318 156 1.197E-3
318 158 1.310E-3
318 160 1.415E-3
318 162 1.512E-3
318 164 1.599E-3
318 166 1.678E-3
318 168 1.747E-3
318 170 1.806E-3
318 172 1.854E-3
318 174 1.892E-3
318 176 1.919E-3
318 178 1.936E-3
318 180 1.941E-3
320 0 1.854E-3
320 2 1.849E-3
320 4 1.833E-3
320 6 1.807E-3
320 8 1.771E-3
320 10 1.724E-3
320 12 1.668E-3
320 14 1.602E-3
320 16 1.527E-3
320 18 1.444E-3
320 20 1.351E-3
320 22 1.251E-3
320 24 1.143E-3
320 26 1.028E-3
320 28 9.072E-4
320 30 7.802E-4
320 32 6.480E-4
320 34 5.113E-4
320 36 3.707E-4
320 38 2.269E-4
320 40 8.057E-5
320 42 -6.750E-5
320 44 -2.166E-4
320 46 -3.661E-4
320 48 -5.151E-4
320 50 -6.630E-4
320 52 -8.090E-4
320 54 -9.525E-4
320 56 -1.093E-3
320 58 -1.229E-3
320 60 -1.361E-3
320 62 -1.487E-3
320 64 -1.608E-3
320 66 -1.722E-3
320 68 -1.829E-3
320 70 -1.929E-3
320 72 -2.021E-3
320 74 -2.104E-3
320 76 -2.178E-3
320 78 -2.244E-3
320 80 -2.299E-3
320 82 -2.345E-3
320 84 -2.381E-3
320 86 -2.407E-3
320 88 -2.423E-3
320 90 -2.428E-3
320 92 -2.423E-3
320 94 -2.407E-3
320 96 -2.381E-3
320 98 -2.345E-3
320 100 -2.299E-3
320 102 -2.244E-3
320 104 -2.178E-3
320 106 -2.104E-3
320 108 -2.021E-3
320 110 -1.929E-3
320 112 -1.829E-3
320 114 -1.722E-3
320 116 -1.608E-3
320 118 -1.487E-3
320 120 -1.361E-3
320 122 -1.229E-3
320 124 -1.093E-3
320 126 -9.525E-4
320 128 -8.090E-4
320 130 -6.630E-4
320 132 -5.151E-4
320 134 -3.661E-4
320 136 -2.166E-4
320 138 -6.750E-5
320 140 8.057E-5
320 142 2.269E-4
320 144 3.707E-4
320 146 5.113E-4
320 148 6.480E-4
320 150 7.802E-4
320 152 9.072E-4
320 154 1.028E-3
320 156 1.143E-3
320 158 1.251E-3
320 160 1.351E-3
320 162 1.444E-3
320 164 1.527E-3
320 166 1.602E-3
320 168 1.668E-3
320 170 1.724E-3
320 172 1.771E-3
320 174 1.807E-3
320 176 1.833E-3
320 178 1.849E-3
320 180 1.854E-3
322 0 1.770E-3
322 2 1.765E-3
322 4 1.750E-3
322 6 1.725E-3
322 8 1.691E-3
322 10 1.646E-3
322 12 1.593E-3
322 14 1.530E-3
322 16 1.458E-3
322 18 1.378E-3
322 20 1.290E-3
322 22 1.195E-3
322 24 1.092E-3
322 26 9.821E-4
322 28 8.664E-4
322 30 7.451E-4
322 32 6.189E-4
322 34 4.884E-4
322 36 3.541E-4
322 38 2.168E-4
322 40 7.716E-5
322 42 -6.421E-5
322 44 -2.066E-4
322 46 -3.492E-4
322 48 -4.915E-4
322 50 -6.327E-4
322 52 -7.722E-4
322 54 -9.092E-4
322 56 -1.043E-3
322 58 -1.173E-3
322 60 -1.299E-3
322 62 -1.420E-3
322 64 -1.535E-3
322 66 -1.644E-3
322 68 -1.746E-3
322 70 -1.841E-3
322 72 -1.929E-3
322 74 -2.009E-3
322 76 -2.080E-3
322 78 -2.142E-3
322 80 -2.195E-3
322 82 -2.239E-3
322 84 -2.274E-3
322 86 -2.298E-3
322 88 -2.313E-3
322 90 -2.318E-3
322 92 -2.313E-3
322 94 -2.298E-3
322 96 -2.274E-3
322 98 -2.239E-3
322 100 -2.195E-3
322 102 -2.142E-3
322 104 -2.080E-3
322 106 -2.009E-3
322 108 -1.929E-3
322 110 -1.841E-3
322 112 -1.746E-3
322 114 -1.644E-3
322 116 -1.535E-3
322 118 -1.420E-3
322 120 -1.299E-3
322 122 -1.173E-3
322 124 -1.043E-3
322 126 -9.092E-4
322 128 -7.722E-4
322 130 -6.327E-4
322 132 -4.915E-4
322 134 -3.492E-4
322 136 -2.066E-4
322 138 -6.421E-5
322 140 7.716E-5
322 142 2.168E-4
322 144 3.541E-4
322 146 4.884E-4
322 148 6.189E-4
322 150 7.451E-4
322 152 8.664E-4
322 154 9.821E-4
322 156 1.092E-3
322 158 1.195E-3
322 160 1.290E-3
322 162 1.378E-3
322 164 1.458E-3
322 166 1.530E-3
322 168 1.593E-3
322 170 1.646E-3
322 172 1.691E-3
322 174 1.725E-3
322 176 1.750E-3
322 178 1.765E-3
322 180 1.770E-3
324 0 1.690E-3
324 2 1.685E-3
324 4 1.671E-3
324 6 1.647E-3
324 8 1.614E-3
324 10 1.572E-3
324 12 1.521E-3
324 14 1.461E-3
324 16 1.392E-3
324 18 1.316E-3
324 20 1.232E-3
324 22 1.140E-3
324 24 1.042E-3
324 26 9.377E-4
324 28 8.272E-4
324 30 7.115E-4
324 32 5.910E-4
324 34 4.664E-4
324 36 3.383E-4
324 38 2.072E-4
324 40 7.387E-5
324 42 -6.108E-5
324 44 -1.970E-4
324 46 -3.332E-4
324 48 -4.690E-4
324 50 -6.038E-4
324 52 -7.370E-4
324 54 -8.678E-4
324 56 -9.956E-4
324 58 -1.120E-3
324 60 -1.240E-3
324 62 -1.355E-3
324 64 -1.465E-3
324 66 -1.569E-3
324 68 -1.667E-3
324 70 -1.758E-3
324 72 -1.841E-3
324 74 -1.917E-3
324 76 -1.985E-3
324 78 -2.045E-3
324 80 -2.096E-3
324 82 -2.138E-3
324 84 -2.170E-3
324 86 -2.194E-3
324 88 -2.208E-3
324 90 -2.213E-3
324 92 -2.208E-3
324 94 -2.194E-3
324 96 -2.170E-3
324 98 -2.138E-3
324 100 -2.096E-3
324 102 -2.045E-3
324 104 -1.985E-3
324 106 -1.917E-3
324 108 -1.841E-3
324 110 -1.758E-3
324 112 -1.667E-3
324 114 -1.569E-3
324 116 -1.465E-3
324 118 -1.355E-3
324 120 -1.240E-3
324 122 -1.120E-3
324 124 -9.956E-4
324 126 -8.678E-4
324 128 -7.370E-4
324 130 -6.038E-4
324 132 -4.690E-4
324 134 -3.332E-4
324 136 -1.970E-4
324 138 -6.108E-5
324 140 7.387E-5
324 142 2.072E-4
324 144 3.383E-4
324 146 4.664E-4
324 148 5.910E-4
324 150 7.115E-4
324 152 8.272E-4
324 154 9.377E-4
324 156 1.042E-3
324 158 1.140E-3
324 160 1.232E-3
324 162 1.316E-3
324 164 1.392E-3
324 166 1.461E-3
324 168 1.521E-3
324 170 1.572E-3
324 172 1.614E-3
324 174 1.647E-3
324 176 1.671E-3
324 178 1.685E-3
324 180 1.690E-3
326 0 1.613E-3
326 2 1.609E-3
326 4 1.595E-3
326 6 1.573E-3
326 8 1.541E-3
326 10 1.501E-3
326 12 1.452E-3
326 14 1.395E-3
326 16 1.329E-3
326 18 1.256E-3
326 20 1.176E-3
326 22 1.089E-3
326 24 9.952E-4
326 26 8.953E-4
326 28 7.899E-4
326 30 6.794E-4
326 32 5.644E-4
326 34 4.455E-4
326 36 3.231E-4
326 38 1.980E-4
326 40 7.071E-5
326 42 -5.812E-5
326 44 -1.879E-4
326 46 -3.179E-4
326 48 -4.476E-4
326 50 -5.763E-4
326 52 -7.034E-4
326 54 -8.283E-4
326 56 -9.503E-4
326 58 -1.069E-3
326 60 -1.184E-3
326 62 -1.294E-3
326 64 -1.399E-3
326 66 -1.498E-3
326 68 -1.591E-3
326 70 -1.678E-3
326 72 -1.758E-3
326 74 -1.830E-3
326 76 -1.895E-3
326 78 -1.952E-3
326 80 -2.001E-3
326 82 -2.041E-3
326 84 -2.072E-3
326 86 -2.095E-3
326 88 -2.108E-3
326 90 -2.113E-3
326 92 -2.108E-3
326 94 -2.095E-3
326 96 -2.072E-3
326 98 -2.041E-3
326 100 -2.001E-3
326 102 -1.952E-3
326 104 -1.895E-3
326 106 -1.830E-3
326 108 -1.758E-3
326 110 -1.678E-3
326 112 -1.591E-3
326 114 -1.498E-3
326 116 -1.399E-3
326 118 -1.294E-3
326 120 -1.184E-3
326 122 -1.069E-3
326 124 -9.503E-4
326 126 -8.283E-4
326 128 -7.034E-4
326 130 -5.763E-4
326 132 -4.476E-4
326 134 -3.179E-4
326 136 -1.879E-4
326 138 -5.812E-5
326 140 7.071E-5
326 142 1.980E-4
326 144 3.231E-4
326 146 4.455E-4
326 148 5.644E-4
326 150 6.794E-4
326 152 7.899E-4
326 154 8.953E-4
326 156 9.952E-4
326 158 1.089E-3
326 160 1.176E-3
326 162 1.256E-3
326 164 1.329E-3
326 166 1.395E-3
326 168 1.452E-3
326 170 1.501E-3
326 172 1.541E-3
326 174 1.573E-3
326 176 1.595E-3
326 178 1.609E-3
326 180 1.613E-3
328 0 1.541E-3
328 2 1.536E-3
328 4 1.523E-3
328 6 1.502E-3
328 8 1.472E-3
328 10 1.433E-3
328 12 1.386E-3
328 14 1.332E-3
328 16 1.270E-3
328 18 1.200E-3
328 20 1.123E-3
328 22 1.040E-3
328 24 9.505E-4
328 26 8.551E-4
328 28 7.545E-4
328 30 6.490E-4
